section,group_or_category,priority,term_or_phrase,why_important,recommended_response_style,source
positive_language,Resolution & Support,,if that makes it a little bit easier for you,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,the default now goes on hold as long as you stick to the payments,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I'll give you a call just to see how your financial situation is,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,We're going to send you a new schedule out,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I will now do the plan we put in place a few moments ago and send an email to you,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,"Once they've concluded the investigation, we just need evidence of that to show it was actually fraudulent.","Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,We will hold the account for the next 30 days to allow time for the bank to investigate,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,"Once you get documentation from the bank, just send it into us","Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I can give you an email address now if you wish,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I'm just going to try something to get this done for you,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,Maybe you should speak to your provider... then give us a call back,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I'm going to put your account on hold for one month while we wait to hear from,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,No interest will be added to your account for this one month. It'll just be frozen,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,Anything else that I can help you with today,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I'm going to set a new payment plan up,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I'm going to take you out of collections so you will not get a default notice,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,"what we do is, okay, we will put it on hold","Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I'll give you a call again on the,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I'll get a new one sent to you,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,I have amended the system to put the correct email address on our records now,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
positive_language,Resolution & Support,,You should have received an email with a new password,"Shows the agent is moving the call forward with clear actions, ownership, and next steps.","Explain what will happen next, confirm actions taken, send confirmation where possible, and check whether the customer needs anything else.",config.yaml:agent_behaviour_phrases
vulnerability_keyword,keyword_flag,high_priority,vulnerable,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,complaint,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,suicide,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,harassment,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,threaten,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,scam,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,police,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,terminal,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,cancer,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,sectioned,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,domestic violence,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,psychosis,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,abused,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,abusive,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,coercion,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,lacks understanding,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,manipulated,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,mental breakdown,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,restraining order,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,refuge,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,feel like giving up,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,breaking point,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,i've had enough,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,multiple payment option offering,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,plan implementation,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,spare money utilization,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,online payment facilitation,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,default notice,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,court action,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,bailiff,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,debt collector,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,enforcement,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,legal action,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,bankruptcy,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,can't afford,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,no money left,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,choosing between,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,skip meals,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,high_priority,heating or eating,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,mental health,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,depression,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,anxiety,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,stress,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,struggling,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,financial difficulties,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,unable to pay,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,late payment,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,refund,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,collection,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,signed off,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,injury,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,breathing space,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,death,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,diagnosis,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,bipolar,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,PTSD,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,ADHD,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,autism,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,disabilities,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,long term sick,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,therapist,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,rehabilitation,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,homeless,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,sofa surfing,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,disorientated,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,sicknote,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,medication,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,job loss,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,bailiffs,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,CCJ,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,eviction,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,foodbank,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,divorce,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,antidepressants,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,chronic pain,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,mobility issues,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,funeral,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,debt management,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,step change,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,overdrawn,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,no money,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,no income,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,rent arrears,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,overcommitted,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,grieving,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,child unwell,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,temporary accommodation,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,unexpected expense,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,financial difficulty,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,overwhelmed,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,battling,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,owe money,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,financial trouble,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,between jobs,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,bust,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,car trouble,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,DRO,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,relief,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,IVA,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,individual voluntary arrangement,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,debt management plan,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,DMP,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,priority bills,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,priority debts,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,credit file,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,credit rating,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,credit score,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,payment arrangement,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,payment plan,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,reduced payments,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,payment holiday,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,account on hold,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,breathing space scheme,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,mental health crisis,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,income and expenditure,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,I&E form,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,expenditure form,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,financial assessment,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,zero disposable income,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,no disposable income,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,negative budget,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,priority creditor,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,energy arrears,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,council tax arrears,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,mortgage arrears,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,utility bills,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,cutoff notice,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,disconnection notice,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,redundancy,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,made redundant,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
vulnerability_keyword,keyword_flag,medium_priority,zero hours contract,The app treats this as a term worth flagging in call content.,Treat this as a cue to assess whether a more supportive or lower-pressure response is needed.,config.yaml:keywords
